,last,first,middle,dept,leave,visiting,title,degrees,name
303,owen,ianna,hawkins,['english'],n,0,assistant professor of english,"2008, b.a., city university of ny, 2010, m.a., university of ca, berkeley, 2016, ph.d., university of ca, berkeley",
304,pacelli,allison,m.,['math'],s,0,professor of mathematics,"1997, b.s., union college, 2003, ph.d., brown university, ",
305,park,joon,suk,['computer science'],n,1,visiting assistant professor of computer science,"2009, b.a., university of ca, san diego, 2016, ph.d., cornell university",
306,park,lee,y.,['chemistry'],n,0,william r. kenan jr. professor of chemistry,"1986, b.a., wellesley college, 1992, ph.d., ma institute of technology",
307,park,paul,c.,['english'],n,0,senior lecturer in english,"1975, b.a., hampshire college",
308,parker,janine,m.,"['art', 'dance']",n,0,artist-in-residence in dance,,
309,pasachoff,jay,m.,['astronomy'],n,0,field memorial professor of astronomy,"1963, a.b., harvard university, 1965, a.m., harvard university, 1969, ph.d., harvard university",
310,paul,darel,e.,['political science'],n,0,professor of political science,"1990, b.a., university of mn, 1994, m.a., george washington university, 2000, ph.d., university of mn",
311,peacock-lópez,enrique,,['chemistry'],s,0,professor of chemistry,"1974, b.s., university nac autonoma, 1976, m.s., university of ca, riverside, 1982, ph.d., university of ca, san diego, ",
312,pedersen,lori,a.,['math'],n,0,lecturer in mathematics,"1982, b.a., college of wooster, 1985, m.a., brown university",
313,pedroni,julia,a.,['philosophy'],n,0,lecturer in philosophy,"1986, b.a., wells college, 1999, ph.d., georgetown university",
314,pedroni,peter,l.,['economics'],n,0,professor of economics,"1986, b.a., miami university, 1993, m.a., columbia university, 1993, ph.d., columbia university",
315,velazquez,ileana,perez,['music'],s,0,professor of music,"1989, b.m., higher inst of arts, 1995, m.a., dartmouth college, 1999, d.m.a., in university, ",
316,perez,sebastian,,['latin'],n,0,gaius charles bolin fellow in latina/o studies,"2010, b.a., yale university, 2016, m.phil., yale university",
317,pethica,james,l.,"['english', 'theatre']",n,0,senior lecturer in english and theatre,"1980, b.a., oxford university, 1987, ph.d., oxford university",
318,phelan,gregory,b.,['economics'],y,0,assistant professor of economics,"2007, b.a., yale university, 2012, m.phil., yale university, 2014, ph.d., yale university, ",
319,philbrook,lauren,e.,['psychology'],n,1,visiting assistant professor of psychology,"2009, b.a., williams college, 2012, m.s., pa state university, 2015, ph.d., pa state university",
320,pieprzak,katarzyna,m.,"['comparative literature', 'french']",n,0,"professor of francophone literature, french language, and comparative literature","1995, b.a., rice university, 1998, m.a., university of mi, 2001, ph.d., university of mi",
321,pihos,peter,c.,['history'],n,1,visiting assistant professor of history,"1999, b.a., harvard university, 2015, ph.d., university of pa",
322,pinard,michelyne,j.,['physical education'],n,0,assistant professor of physical education and head women's soccer coach,"1998, b.a., dartmouth college, 2002, m.s., university of pa",
323,podmore,amy,d.,['art'],f,0,professor of art,"1982, b.s., state university of ny, buffalo, 1987, m.f.a., university of ca, davis, ",
324,politz,sarah,e.,['music'],n,1,visiting assistant professor of ethnomusicology,"2007, b.m., oberlin college, 2011, m.a., wesleyan university, 2017, ph.d., harvard university",
325,polzak,kailani,,"['art', 'history']",n,0,c3 mellon postdoctoral fellow in art history,"2007, b.a., university of ca, santa cruz, 2012, ph.d., university of ca, berkeley",
326,prindle,daniel,e.,['music'],n,1,visiting instructor in music,"2003, b.m., berklee college of music, 2011, m.m., university of ma, amherst",
327,pusack,timothy,j.,['mystic'],n,0,assistant professor at williams-mystic,"2005, b.a.,colgate university, 2013, ph.d., or state university",
328,pye,christopher,l.,['english'],n,0,class of 1924 professor of english,"1975, b.a., oberlin college, 1977, m.a., university college, 1984, ph.d., cornell university",
329,raab,lawrence,e.,[None],n,0,harry c. payne professor of poetry,"1968, b.a., middlebury college, 1972, m.a., syracuse university",
330,ragep,faiz,j.,['arabic studies'],n,1,"richmond visiting professor of arabic studies, fall 2017",,
331,rai,ashok,s.,['economics'],n,0,associate professor of economics,"1992, b.a., stanford university, 1997, ph.d., university of chicago",
332,rappaport,neal,j.,['economics'],n,1,visiting assistant professor of economics,"1994, ph.d., ma institute of technology",
333,raymond,mark,r.,"['history', 'physical education']",n,0,"assistant professor of physical education and head coach of football anne reinhardt, associate professor of history","1990, b.a., harvard university, 1994, m.a., university of ca, berkeley, 2002, ph.d., princeton university",
334,reinhardt,mark,t.,['american studies'],n,0,class of 1956 professor of american civilization,"1983, b.a., wesleyan university, 1991, ph.d., university of ca, santa cruz",
335,rhie,bernard,j.,['english'],n,0,associate professor of english,"1997, b.a., university of ca, berkeley, 2001, m.a., university of pa, 2005, ph.d., university of pa",
336,richardson,david,p.,['chemistry'],n,0,william r. kenan jr. professor of chemistry,"1979, b.s., university of mi, 1984, ph.d., university of ca, berkeley",
337,ringer-hilfinger,kathryn,l.,['spanish'],f,1,visiting assistant professor of spanish,"2003, b.a., state university of ny, geneseo, 2004, m.a., middlebury college, 2013, ph.d., state university of ny, albany, ",
338,roberts,mary,l.,"['art', 'history']",n,1,robert sterling clark visiting professor of art history,"1987, b.a., university of sydney, 1995, ph.d., university of melbourne, fall 2017",
339,roberts,neil,,"['africana studies', 'political science']",n,0,associate professor of africana studies and faculty affiliate in political science,"1998, b.a., brown university, 2003, m.a., university of chicago, 2007, ph.d., university of chicago",
340,rogers,tyler,j.,['american studies'],n,0,gaius charles bolin fellow in american studies,"2012, b.a., brown university, 2015, m.phil., yale university",
341,rosario,nelly,a.,[None],n,1,w. ford schumann visiting professor in democratic studies,"1994, s.b., ma inst of tech, 1998, m.f.a., columbia university",
342,rosen,emmelyn,b.,"['art', 'history']",n,0,postdoctoral research fellow in the graduate program in art history,"2006, b.a., columbia university, 2009, m.a., princeton university, 2015, ph.d., princeton university",
343,rosenheim,shawn,j.,['english'],y,0,professor of english,"1985, b.a., oberlin college, 1988, m.a., yale university, 1993, ph.d., yale university, ",
344,rouhi,leyla,,['romance languages'],y,0,preston s. parish '41 third century professor of romance languages,"1987, b.a., oxford university, 1988, m.a., harvard university, 1995, ph.d., harvard university, ",
345,rúa,mérida,m.,"['american studies', 'latin']",n,0,professor of latina/o and american studies,"1993, b.a., university of il, 1995, m.ed., university of il, 2004, ph.d., university of mi",
346,saint-just,sophie,f.,['french'],n,0,assistant professor of french and francophone studies,"1991, b.a., university of paris viii, 2004, m.phil., city university of ny, 2013, ph.d., city university of ny",
347,samson,michael,,['economics'],n,0,senior lecturer in economics,"1983, b.a., yale university, 1994, ph.d., stanford university",
348,sandstrom,marlene,j.,['psychology'],n,0,hales professor of psychology,"1991, b.a., yale university, 1993, m.a., duke university, 1996, ph.d., duke university",
349,sandstrom,noah,j.,['psychology'],n,0,professor of psychology,"1994, b.a., knox college, 1997, m.a., duke university, 1999, ph.d., duke university",
350,sangare,omar,a.,['theatre'],y,0,associate professor of theatre,"1993, m.f.a., the theatre academy, 2006, ph.d., the theatre academy, ",
351,savage,robert,m.,['biology'],n,0,professor of biology,"1987, b.a., bowdoin college, 1993, ph.d., wesleyan university",
352,savitsky,kenneth,k.,['psychology'],n,0,professor of psychology,"1993, b.a., in university, 1997, ph.d., cornell university",
353,sawicki,jana,l.,[None],n,0,morris professor of rhetoric,"1974, b.a., sweet briar college, 1978, m.a., columbia university, 1983, ph.d., columbia university",
354,schmidt,lucille,g.,['economics'],n,0,professor of economics,"1993, a.b., smith college, 1997, m.a., university of mi, 2003, ph.d., university of mi",
355,scudder,rachel,p.,['geosciences'],n,1,visiting assistant professor of oceanography,"2006, b.a., university of nh, 2009, m.a., boston university, 2015, ph.d., boston university",
356,shaddock,justin,b.,['philosophy'],n,0,assistant professor of philosophy,"2004, b.a., university of notre dame, 2011, ph.d., university of chicago",
357,shanks,cheryl,l.,['political science'],n,0,professor of political science,"1983, b.a., university of ca, santa cruz, 1988, m.a., university of mi, 1994, ph.d., university of mi",
358,shepard,james,r.,"['history', 'american studies']",n,0,"j. leland miller professor of american history, literature, and eloquence","1978, b.a., trinity college, 1980, m.f.a., brown university",
359,shepard,karen,l.,['english'],n,0,senior lecturer in english,"1987, b.a., williams college, 1992, m.f.a., university of houston",
360,sheppard,stephen,c.,['economics'],n,0,class of 2012 professor of economics,"1977, b.s., university of ut, 1979, m.a., washington university, 1984, ph.d., washington university",
361,sheppard,w.,anthony,['music'],n,0,professor of music,"1991, b.a., amherst college, 1993, m.f.a., princeton university, 1996, ph.d., princeton university",
362,shevchenko,olga,,['sociology'],n,0,professor of sociology,"1996, b.a., moscow state university, 1997, m.a., central european university, 2002, ph.d., university of pa",
363,shoffstall,grant,w.,['sociology'],n,1,visiting assistant professor of sociology,"2002, b.a., il state university, 2006, m.a., il state university, 2014, ph.d., university of il",
364,shore-sheppard,lara,d.,['economics'],n,0,kimberly a. '96 and robert r. '62 henry professor of economics,"1991, b.a., amherst college, 1993, m.a., princeton university, 1996, ph.d., princeton university",
365,silva,cesar,e.,['math'],n,0,hagey family professor of mathematics,"1977, b.s., catholic university of peru, 1979, m.a., university of rochester, 1984, ph.d., university of rochester",
366,simko,christina,e.,['sociology'],n,0,assistant professor of sociology,"2005, b.a., bridgewater college, 2007, m.a., university of va, 2013, ph.d., university of va",
367,simms,jason,b.,['theatre'],n,1,"visiting lecturer in theatre, spring 2018",,
368,singh,swati,,['physics'],n,0,assistant professor of physics,"2004, b.s., mcmaster university, 2007, m.s., university of british columbia, 2012, ph.d., university of az",
369,singham,shanti,m.,['history'],n,0,professor of history,"1980, b.a., swarthmore college, 1982, m.a., princeton university, 1991, ph.d., princeton university",
370,siniawer,eiko,maruko,['history'],n,0,professor of history,"1997, b.a., williams college, 1999, m.a., harvard university, 2003, ph.d., harvard university",
371,skinner,anne,r.,['chemistry'],n,1,visiting instructor in chemistry,"1961, b.a., radcliffe college, 1963, m.s., yale university, 1965, ph.d., yale university, fall 2017",
372,smalarz,laura,a.,['psychology'],n,0,assistant professor of psychology,"2008, b.a., san diego state university, 2011, m.s., ia state university, 2015, ph.d., ia state university",
373,smith,david,c.,['biology'],n,0,senior lecturer in biology,"1968, b.s., yale university, 1977, ph.d., university of mi",
374,smith,david,l.,['english'],n,0,john w chandler professor of english,"1974, b.a., new college, 1975, m.a., university of chicago, 1980, ph.d., university of chicago",
375,smith,thomas,e.,['chemistry'],n,0,professor of chemistry,"1988, b.a., williams college, 1996, ph.d., stanford university",
376,sokolsky,anita,r.,['english'],n,0,professor of english,"1974, b.a., oberlin college, 1979, m.a., cornell university, 1983, ph.d., cornell university",
377,solomon,paul,r.,['psychology'],n,0,professor of psychology,"1970, b.a., state university of ny, new paltz, 1972, m.a., state university of ny, new paltz, 1975, ph.d., university of ma, amherst",
378,solum,stefanie,,['art'],n,0,professor of art,"1991, b.a., university of wi, madison, 1995, m.a., university of ca, berkeley, 2001, ph.d., university of ca, berkeley",
379,souza,steven,p.,['astronomy'],n,0,senior lecturer in astronomy,"1973, b.s., cooper union, 1979, ph.d., state university of ny, stony brook",
380,steele,kameron,h.,['theatre'],n,1,visiting lecturer in theatre,"1991, b.f.a., northwestern university, 2014, m.f.a., ca inst of the arts, fall 2017",
381,stevenson,doris,j.,['art'],n,0,"lyell b. clay artist in residence, piano","1967, b.m., az state university, 1969, m.m., university of southern ca",
382,stoiciu,mihai,,['math'],n,0,professor of mathematics,"1999, b.s., university of bucharest, 2005, ph.d., ca institute of technology",
383,storm,jason,a.,['religion'],n,0,chair and associate professor of religion,"1999, b.a., hampshire college, 2001, m.a., harvard university, 2006, ph.d., stanford university",
384,strauch,frederick,w.,['physics'],n,0,associate professor of physics,"1998, b.s., loyola college, 2004, ph.d., university of md",
385,strauch,laura,r.,['chemistry'],n,0,instructor in chemistry,"1999, b.s., loyola college",
386,stroud,catherine,b.,['psychology'],n,0,associate professor of psychology,"2002, b.a., university of wi, madison, 2006, m.a., state university of ny, stony brook, 2009, ph.d., state university of ny, stony brook",
387,sullivan,erin,l.,['physical education'],n,0,"assistant professor of physical education, head men's soccer coach","1996, b.a., williams college, 2006, m.b.a., western new england college",
388,suquet,mirta,,['spanish'],n,1,visiting assistant professor of spanish,"2008, m.a., university of santiago de compostela, 2016, ph.d., university of santiago de compostela",
389,svensson,kaj,mikael,['economics'],f,0,"stint - research scholar anand v. swamy, professor of economics","1983, b.a., university of delhi, 1985, m.a., delhi school of economics, 1993, ph.d., northwestern university, ",
390,swoap,steven,j.,['biology'],n,0,professor of biology,"1990, b.a., trinity university, 1994, ph.d., university of ca, irvine",
391,takenaga,barbara,e.,[None],n,0,mary a and william wirt warren professor,"1972, b.f.a., university of co, 1978, m.f.a., university of co",
392,tarah,munjulika,,"['dance', 'history']",n,1,visiting assistant professor of dance history and theory,"2006, b.a., randolph-macon woman's college, 2007, m.a., northwestern university, 2013, ph.d., northwestern university",
393,thoman jr.,john,w.,['chemistry'],n,0,j. hodge markgraf professor of chemistry,"1982, b.a., williams college, 1987, ph.d., ma institute of technology",
394,thorne,christian,,['english'],n,0,professor of english,"1995, b.a., wesleyan university, 2001, ph.d., duke university",
395,tifft,stephen,j.,['english'],n,0,professor of english,"1975, b.a., harvard university, 1976, m.a., cornell university, 1984, ph.d., cornell university",
396,ting,claire,s.,['biology'],n,0,professor of biology,"1986, b.a., yale university, 1989, m.s., cornell university, 1994, ph.d., cornell university",
397,tokeshi,matthew,n.,['political science'],f,0,assistant professor of political science,"2006, b.a., university of ca, berkeley, 2012, m.a., princeton university, 2016, ph.d., princeton university, ",
398,truman,edwin,m.,['economics'],n,1,visiting professor of economics,"1963, b.a., amherst college, 1964, m.a., yale university, 1967, ph.d., yale university, spring 2018",
399,tucker-smith,david,r.,['physics'],n,0,chair and professor of physics,"1995, b.a., amherst college, 2001, ph.d., university of ca, berkeley",
400,tupper,laura,l.,['statistics'],n,0,assistant professor of statistics,"2008, b.a., swarthmore college, 2013, m.s., cornell university, 2016, ph.d., cornell university",
401,turek,daniel,b.,['statistics'],n,0,assistant professor of statistics,"2003, b.s., ma institute of technology, 2004, m.eng., ma institute of technology, 2013, ph.d., university of otago-dunedin",
402,turner,damian,l.,['biology'],n,0,assistant professor of biology,"2004, b.s., morgan state university, 2010, ph.d., university of ct",
403,vasiliauskas,emily,k.,['english'],n,0,assistant professor of english,"2007, a.b., harvard university, 2009, m.a., london university, 2015, ph.d., princeton university",
404,wadsworth,zachary,r.,['music'],n,0,assistant professor of music,"2005, b.m., university of rochester, 2007, m.m., yale university, 2012, d.m.a., cornell university",
405,walker,henry,m.,['computer science'],n,1,"visiting professor of computer science, fall 2017",,
406,wang,dorothy,j.,"['american studies', 'english']",y,0,associate professor of american studies and faculty affiliate in english,"1985, b.a., duke university, 1993, m.a., johns hopkins university, 1998, ph.d., university of ca, berkeley, ",
407,wang,guowei,,"['art', 'chinese', 'music']",n,0,artist in residence in chinese music performance and director of the williams college chinese ensemble,,
408,waters,christopher,m.,['history'],y,0,hans w. gatzke '38 professor of modern european history,"1977, b.a., ca state university, long beach, 1979, m.a., harvard university, 1985, ph.d., harvard university, ",
409,watson,tara,e.,['economics'],n,0,professor of economics,"1996, b.a., wesleyan university, 2003, ph.d., harvard university",
410,webster,phillip,j.,['religion'],n,1,visiting assistant professor of religion,,
411,wells,bradley,c.,"['art', 'music']",n,0,"lyell b. clay artist in residence and director of choral/vocal activities, lecturer in music","1984, b.a., principia college, 1998, m.m.a., yale university, 2005, d.m.a., yale university",
412,wells,peter,s.,['physical education'],n,0,assistant professor of physical education and boathouse manager,"1979, b.a., williams college",
413,whalen,carmen,t.,['history'],n,0,carl w. vogt '58 professor of history,"1985, b.a., hampshire college, 1989, m.a., rutgers university, 1994, ph.d., rutgers university",
414,white,alan,e.,['philosophy'],n,0,mark hopkins professor of philosophy,"1972, b.a., tulane university, 1976, m.a., pa state university, 1980, ph.d., pa state university",
415,wilcox,amanda,r.,['classics'],y,0,associate professor of classics,"1996, b.a., reed college, 1999, m.a., university of pa, 2002, ph.d., university of pa, ",
416,williams,heather,,['biology'],s,0,william dwight whitney professor of biology,"1977, a.b., bowdoin college, 1985, ph.d., rockefeller university, ",
417,williams,mason,b.,"['leadership studies', 'political science']",n,0,assistant professor of leadership studies and political science,"2006, b.a., princeton university, 2009, m.a., columbia university, 2012, ph.d., columbia university",
418,williamson,lauren,l.,['neuroscience'],n,1,visiting assistant professor of behavioral neuroscience,"2007, b.a., williams college, 2014, ph.d., duke university",
419,winters,amy,gehring,['chemistry'],n,0,chair and professor of chemistry,"1994, b.a., williams college, 1998, ph.d., harvard university",
420,wobus,reinhard,a.,['geosciences'],n,0,edna mcconnell clark professor of geology,"1962, b.a., washington university, 1963, m.a., harvard university, 1966, ph.d., stanford university",
421,wong,kevin,s.,['history'],n,0,charles r. keller professor of history,"1976, b.a., rutgers university, 1979, m.a., university of mi, 1992, ph.d., university of mi",
422,yacoob,saadia,r.,['religion'],n,0,assistant professor of religion,"2003, b.a., american university, 2007, m.a., mcgill university, 2015, ph.d., duke university",
423,yamamoto,kasumi,,['classics'],n,0,frank m. gagliardi professor of classics,"1980, b.a., aoyama gakuin university, 1994, m.a., cornell university, 2000, ph.d., cornell university",
424,yu,li,,['chinese'],n,0,chair and associate professor of chinese,"1994, b.a., east china normal university, 1997, m.a., ohio state university, 2003, ph.d., ohio state university",
425,zaki,safa,r.,['psychology'],n,0,professor of psychology,"1989, b.a., american university, 1993, m.a., az state university, 1996, ph.d., az state university",
426,zimmerberg,betty,,['neuroscience'],n,0,howard b. schow '50 and nan w. schow professor of neuroscience,"1971, b.a., harvard university, 1976, ph.d., city university of ny",
427,zimmerman,david,j.,"['economics', 'political economy']",n,0,professor of economics and orrin sage professor of political economy,"1985, b.a., university of toronto, 1987, m.a., princeton university, 1992, ph.d., princeton university",
428,van de stadt,janneke,m.,['russian'],n,0,professor of russian,"1988, b.a., amherst college, 1994, m.a., university of wi, madison, 2000, ph.d., university of wi, madison",
0,aalberts,daniel,p.,['physics'],s,0,professor of physics,"1989, b.s., massachusetts institute of technology; 1994, ph.d., massachusetts inst of technology",
1,adalsteinsson,tomas,f.,['physical education'],n,0,assistant professor of physical education and head women's golf coach,nan,
2,adams,colin,c.,['math'],y,0,thomas t. read professor of mathematics,"1978, b.s., massachusetts institute of technology; 1983, ph.d., university of wisconsin, madison",
3,adhami,zaid,r.,['religion'],n,0,visiting lecturer in religion,"2010, b.a., stanford university; 2010, m.a., stanford university",
4,albrecht,jeannie,r,['computer science'],n,0,associate professor of computer science,"2001, b.s., gettysburg college; 2003, m.s., duke university; 2007, ph.d., university of california, san diego",
5,ali,laylah,nan,['art'],n,0,professor of art,"1991, b.a., williams college; 1994, m.f.a., washington university",
6,aliev,baktygul,a.,['russian'],n,0,assistant professor of russian,"2000, b.a., american university of central asia; 2007, m.a., mcgill university; 2014, ph.d., mcgill university",
7,allen,kristopher,d.,"['art', 'music']",n,0,"lyell b. clay artist in residence in jazz activities/lecturer in music, director of the jazz ensemble","1998, b.m., university of hartford; 2004, m.m., state university of new york, purchase",
8,allen,sarah,m.,['comparative literature'],n,1,visiting associate professor of comparative literature,"1992, a.b., harvard university; 1996, m.a., university of michigan; 2003, ph.d., harvard university",
9,almada,natalia,nan,[None],n,1,w. ford schumann visiting professor in democratic studies,nan,
10,amos,sarah,k.,['art'],n,1,visiting lecturer in art,"1987, b.f.a., phillip institute; 1998, m.f.a., johnson state college",
11,anam,nasia,nan,['english'],n,0,visiting assistant professor of english,"2004, b.a., university of chicago; 2007, m.a., university of michigan, ann arbor; 2016, ph.d., university of california, louisiana",
12,apotsos,alex,a.,['geosciences'],n,0,lecturer in geosciences,"1999, b.s., duke university; 2007, ph.d., massachusetts inst of technology",
13,apotsos,michelle,m.,['art'],n,0,assistant professor of art,"1999, b.a., university of north carolina, chapel hill; 2006, m.a., tufts university; 2013, ph.d., stanford university",
14,app,kevin,m.,['physical education'],n,0,assistant professor of physical education and head men's basketball coach,"2007, b.s., cornell university",
15,art,henry,w.,"['biology', 'environmental studies']",s,0,rosenburg professor of environmental studies and biology,"1966, b.a., dartmouth college; 1969, m.phil., yale university; 1971, ph.d., yale university",
16,ashraf,quamrul,h.,['economics'],s,0,associate professor of economics,"1999, b.a., trinity college; 2004, m.a., brown university; 2009, ph.d., brown university",
17,badolo,souleymane,nan,"['art', 'dance']",n,0,visiting artist in residence in dance,nan,
18,bailey,duane,a.,['computer science'],n,0,professor of computer science,"1982, b.a., amherst college; 1984, m.s., university of massachusetts, amherst; 1988, ph.d., university of massachusetts, amherst",
19,baker-white,robert,e.,['theatre'],n,0,professor of theatre,"1980, b.a., williams college; 1983, m.f.a., university of washington; 1990, ph.d., stanford university",
20,bakija,jon,m.,['economics'],n,0,professor of economics,"1990, b.a., wesleyan university; 1995, m.a., university of michigan; 2000, ph.d., university of michigan",
21,banta,lois,m.,['biology'],n,0,professor of biology,"1983, b.a., johns hopkins university; 1990, ph.d., california inst of technology",
22,barba,lloyd,d.,"['latin', 'religion']",n,0,c3 mellon postdoctoral fellow in latina/o studies and religion,"2009, b.a., university of the pacific; 2011, m.a., university of michigan, ann arbor; 2016, ph.d., university of michigan, ann arbor",
23,barber,patrick,s.,['chemistry'],n,0,visiting assistant professor of chemistry,"2007, b.s., university of west florida; 2011, ph.d., university of nevada, reno",
24,barrale,alix,h.,['physical education'],n,0,assistant professor of physical education and head field hockey coach,"1993, b.a., williams college; 1996, m.s., smith college",
25,barrale,william,nan,['physical education'],n,0,"assistant professor of physical education, head baseball and assistant football coach","1994, b.s., northeastern university; 2004, m.a., rowan university",
26,barrett,andrea,nan,['english'],y,0,senior lecturer in english,"1974, b.s., union college",
27,barron,ethan,m.,['physical education'],n,0,"assistant professor of physical education, head men's track & field coach","2001, b.a., tufts university; 2005, m.ed., middlebury college",
28,barry,melissa,j.,['philosophy'],n,0,chair and professor of philosophy,"1988, b.a., wheaton college; 1998, ph.d., university of notre dame",
29,bassett,sarah,e.,['religion'],n,1,croghan bicentennial professor in biblical and early christian studies,"1976, b.a., smith college; 1980, m.a., university of chicago; 1985, ph.d., bryn mawr college",
30,beck,kirsten,s.,['arabic studies'],n,0,visiting assistant professor of arabic studies,"2006, b.a., barnard college; 2007, m.a., columbia university",
31,beldo jr.,leslie,e.,['environmental studies'],n,0,mellon postdoctoral fellow in environmental studies,"2003, b.s., central michigan university; 2014, ph.d., university of chicago",
32,bell,ilona,d.,['english'],n,0,samuel fessenden clarke professor of english,"1969, b.a., radcliffe college; 1977, ph.d., boston college",
33,bell,robert,h.,['english'],n,0,frederick latimer wells professor of english,"1967, b.a., dartmouth college; 1968, m.a., harvard university; 1972, ph.d., harvard university",
34,bell-villada,gene,h.,['romance languages'],n,0,professor of romance languages,"1963, b.a., university of arizona; 1967, m.a., university of california, berkeley; 1974, ph.d., harvard university",
35,benedict iii,henry,h.,['art'],n,0,lecturer in art,"1973, b.a., yale university; 1976, m.arch., yale university",
36,bercaw edwards,mary,k.,['mystic'],n,0,visiting lecturer at williams-mystic,"1979, b.a., northeastern university; 1981, m.a., northeastern university; 1984, ph.d., northeastern university",
37,bernhardsson,magnus,t.,"['arabic studies', 'history', 'leadership studies', 'religion']",n,0,"professor of history and faculty affiliate in arabic studies, leadership studies and religion","1990, b.a., university of iceland; 1992, m.a., yale university; 1999, ph.d., yale university",
38,bilbija,marina,nan,['english'],n,0,visiting assistant professor of english,"2006, b.a., smith college; 2011, m.a., university of pennsylvania; 2014, ph.d., university of pennsylvania",
39,binnie,maria,t.,"['art', 'history']",n,0,gaius charles bolin fellow in art history,"2005, b.a., northwestern university; 2011, m.a., university of texas, austin",
40,birdsall,nancy,m.,['economics'],n,1,visiting professor of economics,"1967, b.a., newton college-sacred heart; 1969, m.a., johns hopkins university; 1979, ph.d., yale university",
41,blackwood,julie,c.,['math'],y,0,assistant professor of mathematics,"; 2010, ph.d., university of california, davis",
42,blair,james,abellera,['chemistry'],n,0,assistant professor of chemistry,"2002, b.a., carleton college; 2008, ph.d., university of california, berkeley",
43,bloxam,mary,jennifer,['music'],s,0,herbert h lehman professor of music,"1979, b.m., university of illinois; 1982, m.a., yale university; 1987, ph.d., yale university",
44,bolton,christopher,a.,['japanese'],n,0,professor of comparative and japanese literature,"1989, b.a., harvard university; 1998, ph.d., stanford university",
45,boye,johan,nan,[None],n,1,stint - research scholar,nan,
46,bradburd,ralph,m.,['political economy'],n,0,chair of ces and david a. wells professor of political economy,"1970, b.a., columbia college; 1975, m.a., columbia university; 1976, ph.d., columbia university",
47,braggs,rashida,k.,['africana studies'],n,0,assistant professor of africana studies,"1998, b.a., yale university; 2000, m.s., boston college; 2006, ph.d., northwestern university",
48,bravo,janis,e.,['biology'],n,0,visiting instructor in biology,"1980, b.s., cornell university; 1990, ph.d., rutgers university",
49,brooks,victoria,j.,"['art', 'history']",n,0,visiting lecturer in the graduate program in art history,"2001, b.a., university of bristol; 2006, m.a., royal college of art",
50,brothers,deborah,a.,['theatre'],n,0,costume director and lecturer in theatre,"1976, b.f.a., university of new orleans; 1979, m.f.a., california inst of the arts",
51,buell,denise,k.,['religion'],n,0,cluett professor of religion,"1987, b.a., princeton university; 1990, m.div., harvard university; 1995, ph.d., harvard university",
52,burton,sandra,l.,['dance'],f,0,lipp family director of dance and senior lecturer in dance,"1983, b.a., city college of new york; 1987, m.f.a., bennington college",
53,campbell,corinna,s.,['music'],n,0,assistant professor of music,"2003, b.m., northwestern university; 2005, m.m., bowling green state university; 2012, ph.d., harvard university",
54,caprio jr.,gerard,nan,['economics'],f,0,chair of the executive committee for the center of development economics and william brough professor of economics,"1972, b.a., williams college; 1974, m.a., university of michigan; 1976, ph.d., university of michigan",
55,carter,matthew,e.,['biology'],y,0,assistant professor of biology,"2000, b.a., whitman college; 2010, ph.d., stanford university",
56,case,alison,a.,['english'],n,0,professor of english,"1984, b.a., oberlin college; 1988, m.a., cornell university; 1991, ph.d., cornell university",
57,cassiday,julie,a.,"['german', 'russian']",n,0,chair of german and russian and professor of russian,"1986, b.a., grinnell college; 1990, m.a., stanford university; 1995, ph.d., stanford university",
58,cassuto,david,n.,['environmental studies'],n,0,class of 1946 visiting distinguished professor of environmental studies,"1985, b.a., wesleyan university; 1994, ph.d., indiana university",
59,catalano,cosmo,a.,"['art', 'dance', 'theatre']",f,0,"theatre department production manager, technological supervisor for the '62 center for theatre and dance, and lecturer in theatre","1976, b.a., university of iowa; 1979, m.f.a., yale university",
60,cepeda,maria,elena,['latin'],n,0,professor of latina/o studies,"1995, b.a., kenyon college; 1997, m.a., university of michigan; 2003, ph.d., university of michigan",
61,chandler,g.,donald,['leadership studies'],n,0,george r. goethals distinguished visiting professor of leadership studies,"1972, b.a., williams college; 1978, m.b.a., harvard university",
62,chang,cecilia,nan,['chinese'],f,0,professor of chinese,"1981, b.a., fu-jen university; 1987, m.a., university of california, louisiana; 2004, ph.d., university of massachusetts, amherst",
63,chang,jinhwa,nan,['japanese'],n,0,visiting lecturer in japanese,"1994, b.a., kyungpook national university",
64,chao,matthew,c.,['economics'],n,0,assistant professor of economics,"2006, b.a., dartmouth college; 2015, ph.d., california inst of technology",
65,chapman,jessica,m.,['history'],f,0,associate professor of history,"1999, b.a., valparaiso university; 2001, m.a., university of california, santa barbara; 2006, ph.d., university of california, santa barbara",
66,chavoya,c. l. ,ondine,['art'],n,0,professor of art,"1992, b.a., university of california, santa cruz; 1996, m.a., university of rochester; 2002, ph.d., university of rochester",
67,chen,pei-wen,nan,['biology'],n,0,assistant professor of biology,"2001, b.s., national yang-ming university; 2003, m.s., albert einstein college-medicine; 2008, ph.d., albert einstein college-medici",
68,christensen,kerry,a.,['ancient languages'],s,0,garfield professor of ancient languages,"1981, b.a., swarthmore college; 1983, m.a., princeton university; 1993, ph.d., princeton university",
69,chuks,jennifer,e.,['physical education'],n,0,assistant professor of physical education and assistant athletic director/student athlete services,"2006, b.a., university of hartford; 2009, m.b.a., university of new haven",
